epoch,lr,train_loss,obj_loss,box_loss,iou_loss,n_pos,pos_s4,pos_s8,pos_s16,pos_s32,ap,recall,precision
190,0.005686,8.1304,0.4549,0.8732,0.5967,58,47,9,1,1,0.5633,0.8310,0.0410
191,0.005647,8.0007,0.4469,0.8640,0.5931,58,47,8,1,1,,,
192,0.005607,7.9758,0.4428,0.8739,0.5967,58,47,9,1,1,,,
193,0.005567,7.9698,0.4462,0.8595,0.5968,56,45,8,1,1,,,
194,0.005528,7.9938,0.4455,0.8720,0.5951,58,47,9,1,1,,,
195,0.005488,7.9955,0.4462,0.8712,0.5939,57,47,8,1,1,0.5698,0.8349,0.0413
196,0.005448,8.0130,0.4497,0.8642,0.5965,56,45,9,1,1,,,
197,0.005409,7.8885,0.4417,0.8566,0.5988,58,47,9,1,1,,,
198,0.005369,7.9630,0.4462,0.8650,0.5973,59,48,9,1,1,,,
199,0.005329,7.9407,0.4456,0.8616,0.5946,57,47,8,1,1,,,
200,0.005289,8.0733,0.4550,0.8693,0.5943,57,47,8,1,1,0.5701,0.8368,0.0413
201,0.005249,7.9675,0.4490,0.8599,0.5996,57,46,8,1,1,,,
202,0.005209,7.8657,0.4400,0.8634,0.5941,58,47,8,1,1,,,
203,0.005170,7.8384,0.4389,0.8602,0.5986,57,46,8,1,1,,,
204,0.005130,7.8418,0.4413,0.8533,0.5968,58,48,8,1,1,,,
205,0.005090,7.7992,0.4368,0.8584,0.5960,57,47,8,1,1,0.5747,0.8367,0.0413
206,0.005050,7.8152,0.4381,0.8601,0.5979,57,47,8,1,1,,,
207,0.005010,7.8055,0.4371,0.8622,0.5966,57,46,8,1,1,,,
208,0.004970,7.8588,0.4426,0.8598,0.6016,57,47,9,1,1,,,
209,0.004930,7.8785,0.4434,0.8648,0.5982,58,47,9,1,1,,,
210,0.004891,7.7572,0.4356,0.8566,0.5967,57,47,8,1,1,0.5681,0.8328,0.0411
211,0.004851,7.7864,0.4380,0.8584,0.5956,58,47,8,1,1,,,
212,0.004811,7.6880,0.4301,0.8581,0.5943,57,46,8,1,1,,,
213,0.004771,7.8273,0.4423,0.8582,0.5985,58,47,9,1,1,,,
214,0.004731,7.6993,0.4348,0.8464,0.5981,57,47,9,1,1,,,
215,0.004691,7.7878,0.4398,0.8577,0.6005,56,46,8,1,1,0.5676,0.8297,0.0410
216,0.004652,7.7316,0.4339,0.8633,0.6020,59,48,9,1,1,,,
217,0.004612,7.7037,0.4331,0.8586,0.5976,58,47,9,1,1,,,
218,0.004572,7.6359,0.4297,0.8513,0.6004,57,47,9,1,1,,,
219,0.004533,7.7061,0.4331,0.8623,0.5974,58,47,9,1,1,,,
220,0.004493,7.6742,0.4332,0.8533,0.5999,58,48,9,1,1,0.5844,0.8423,0.0415
221,0.004453,7.6773,0.4342,0.8519,0.5997,57,46,8,1,1,,,
222,0.004414,7.6668,0.4335,0.8525,0.5990,59,48,9,1,1,,,
223,0.004374,7.6306,0.4314,0.8499,0.6004,56,46,8,1,1,,,
224,0.004335,7.7193,0.4358,0.8637,0.6014,57,47,9,1,1,,,
225,0.004295,7.6003,0.4303,0.8471,0.5994,56,46,8,1,1,0.5689,0.8288,0.0410
226,0.004256,7.5613,0.4272,0.8476,0.6008,57,47,8,1,1,,,
227,0.004217,7.7104,0.4373,0.8594,0.6006,58,48,9,1,1,,,
228,0.004177,7.7221,0.4390,0.8584,0.6015,57,47,8,1,1,,,
229,0.004138,7.5932,0.4306,0.8493,0.6026,56,46,8,1,1,,,
230,0.004099,7.5108,0.4261,0.8409,0.5998,57,47,8,1,1,0.5676,0.8313,0.0411
231,0.004060,7.7299,0.4418,0.8551,0.5992,58,47,8,1,1,,,
232,0.004021,7.6574,0.4350,0.8581,0.6023,57,46,9,1,1,,,
233,0.003982,7.5989,0.4312,0.8546,0.5999,57,46,8,1,1,,,
234,0.003943,7.5369,0.4283,0.8468,0.6014,57,47,9,1,1,,,
235,0.003904,7.5792,0.4325,0.8465,0.5994,58,47,9,1,1,0.5619,0.8300,0.0410
236,0.003865,7.5074,0.4242,0.8549,0.5980,57,47,8,1,1,,,
237,0.003827,7.4728,0.4234,0.8481,0.6001,57,46,9,1,1,,,
238,0.003788,7.5251,0.4287,0.8471,0.6027,57,46,9,1,1,,,
239,0.003750,7.5291,0.4287,0.8497,0.6026,58,47,8,1,1,,,
240,0.003711,7.5322,0.4282,0.8537,0.6032,58,47,9,1,1,0.5932,0.8486,0.0420
241,0.003673,7.5647,0.4329,0.8487,0.5992,57,46,8,1,1,,,
242,0.003635,7.5384,0.4319,0.8455,0.6020,57,47,9,1,1,,,
243,0.003596,7.5637,0.4338,0.8480,0.6032,58,47,9,1,1,,,
244,0.003558,7.3868,0.4188,0.8464,0.6002,58,47,9,1,1,,,
245,0.003520,7.5043,0.4295,0.8472,0.6048,57,46,9,1,1,0.5736,0.8418,0.0415
246,0.003482,7.3698,0.4212,0.8356,0.6005,57,46,8,1,1,,,
247,0.003445,7.4639,0.4280,0.8426,0.6034,57,46,9,1,1,,,
248,0.003407,7.4923,0.4274,0.8547,0.5996,58,47,8,1,1,,,
249,0.003369,7.4208,0.4230,0.8489,0.6026,57,47,9,1,1,,,
250,0.003332,7.3226,0.4180,0.8369,0.6046,57,46,9,1,1,0.5705,0.8368,0.0413
251,0.003295,7.3077,0.4173,0.8363,0.6004,57,46,8,1,1,,,
252,0.003257,7.4071,0.4262,0.8380,0.6026,56,46,8,1,1,,,
