epoch,lr,train_loss,obj_loss,box_loss,iou_loss,n_pos,pos_s4,pos_s8,pos_s16,pos_s32,ap,recall,precision
75,0.009357,6.2641,0.2694,0.9926,0.5300,73,64,10,0,0,0.4376,0.7733,0.0381
76,0.009337,6.2642,0.2704,0.9867,0.5312,74,64,10,0,0,,,
77,0.009317,6.3488,0.2742,0.9991,0.5341,73,63,10,0,0,,,
78,0.009296,6.2992,0.2709,0.9990,0.5308,75,65,10,0,0,,,
79,0.009276,6.3626,0.2755,0.9977,0.5325,74,64,10,0,0,,,
80,0.009255,6.3486,0.2749,0.9955,0.5324,72,62,10,0,0,0.4345,0.7722,0.0380
81,0.009234,6.2180,0.2663,0.9928,0.5311,76,66,10,0,0,,,
82,0.009212,6.1960,0.2652,0.9908,0.5331,73,63,10,0,0,,,
83,0.009191,6.1099,0.2607,0.9820,0.5339,74,65,9,0,0,,,
84,0.009169,6.0858,0.2583,0.9863,0.5336,75,65,10,0,0,,,
85,0.009146,6.2644,0.2705,0.9877,0.5345,74,64,10,0,0,0.4485,0.7750,0.0382
86,0.009124,6.3925,0.2782,0.9955,0.5353,75,65,10,0,0,,,
