epoch,lr,train_loss,obj_loss,box_loss,iou_loss,n_pos,pos_s4,pos_s8,pos_s16,pos_s32,ap,recall,precision
117,0.001661,7.3393,0.2580,1.4768,0.5518,74,64,10,0,0,,,
118,0.001654,7.3912,0.2617,1.4762,0.5547,76,66,10,0,0,,,
119,0.001648,7.3540,0.2595,1.4729,0.5552,74,64,10,0,0,,,
120,0.001642,7.3198,0.2589,1.4620,0.5541,73,64,9,0,0,0.5146,0.8105,0.0399
121,0.001636,7.3857,0.2620,1.4701,0.5551,74,64,10,0,0,,,
121,0.001636,7.2415,0.2537,1.4581,0.5570,75,65,10,0,0,,,
121,0.001636,7.4021,0.2641,1.4656,0.5587,73,64,10,0,0,,,
121,0.001636,7.4668,0.2662,1.4794,0.5544,75,65,10,0,0,,,
121,0.001636,7.2096,0.2521,1.4540,0.5579,74,64,10,0,0,,,
122,0.001630,7.3274,0.2781,1.3629,0.5784,63,54,8,0,0,,,
121,0.001636,7.3975,0.2627,1.4713,0.5571,75,65,10,0,0,,,
122,0.001630,7.4031,0.2852,1.3553,0.5814,63,54,9,0,0,,,
123,0.001624,7.2720,0.2758,1.3533,0.5803,63,54,9,0,0,,,
124,0.001617,7.2262,0.2624,1.4045,0.5573,58,51,7,0,0,,,
125,0.001611,7.3164,0.2554,1.4745,0.5428,60,54,6,0,0,0.5114,0.8005,0.0395
126,0.001605,7.2100,0.2522,1.4494,0.5367,59,52,6,0,0,,,
127,0.001598,7.2776,0.2431,1.5214,0.5235,64,57,7,0,0,,,
128,0.001592,7.0166,0.2300,1.4877,0.5307,61,54,6,0,0,,,
129,0.001585,7.2170,0.2478,1.4721,0.5318,59,54,6,0,0,,,
130,0.001579,6.7838,0.2207,1.4448,0.5278,57,52,5,0,0,0.5171,0.8005,0.0395
131,0.001572,6.9886,0.2206,1.5216,0.5100,58,54,4,0,0,,,
132,0.001566,7.3955,0.2598,1.4761,0.5443,56,50,5,0,0,,,
133,0.001559,7.0750,0.2209,1.5502,0.5146,56,51,5,0,0,,,
134,0.001553,7.1999,0.2229,1.5859,0.5063,59,55,4,0,0,,,
135,0.001546,7.1060,0.2375,1.4765,0.5339,58,52,5,0,0,0.5176,0.7973,0.0393
136,0.001539,6.9516,0.2256,1.4768,0.5237,54,51,4,0,0,,,
137,0.001532,7.9484,0.2764,1.5961,0.5052,63,57,6,0,0,,,
138,0.001526,6.8483,0.2118,1.5047,0.5019,56,52,5,0,0,,,
139,0.001519,7.3927,0.2312,1.6103,0.4944,57,53,4,0,0,,,
140,0.001512,7.5903,0.2637,1.5230,0.5128,51,48,3,0,0,0.5235,0.8066,0.0398
141,0.001505,7.3846,0.2596,1.4657,0.5177,61,56,5,0,0,,,
142,0.001498,7.3531,0.2346,1.5753,0.4998,61,56,5,0,0,,,
143,0.001491,7.0622,0.2295,1.4914,0.5137,59,53,5,0,0,,,
144,0.001484,7.4331,0.2424,1.5648,0.5152,62,56,6,0,0,,,
145,0.001477,7.3059,0.2234,1.6083,0.4899,61,57,4,0,0,0.5246,0.8127,0.0401
146,0.001470,7.1032,0.2166,1.5654,0.4920,57,52,4,0,0,,,
147,0.001463,7.3264,0.2306,1.5790,0.5076,61,56,5,0,0,,,
148,0.001456,7.3734,0.2393,1.5531,0.5054,57,52,5,0,0,,,
149,0.001449,7.0273,0.2210,1.5131,0.5067,59,54,5,0,0,,,
150,0.001442,7.3913,0.2356,1.5753,0.5127,60,54,6,0,0,0.5287,0.8111,0.0400
151,0.001434,11.3723,0.4942,1.7990,0.4877,49,42,5,1,1,,,
152,0.001427,11.5315,0.5043,1.8095,0.4819,55,48,5,1,1,,,
153,0.001420,11.8098,0.5315,1.7832,0.4975,55,47,5,1,1,,,
154,0.001413,11.0255,0.4865,1.7108,0.4965,49,42,5,1,1,,,
155,0.001405,10.4017,0.4105,1.8403,0.4664,51,45,5,1,1,0.5274,0.8060,0.0398
156,0.001398,10.4122,0.4254,1.7748,0.4698,52,47,4,1,1,,,
157,0.001391,11.4290,0.4957,1.8144,0.4986,57,50,5,1,1,,,
158,0.001383,11.4391,0.4867,1.8600,0.4762,58,51,6,1,1,,,
159,0.001376,10.9827,0.4700,1.7734,0.4801,57,51,4,1,1,,,
160,0.001369,10.7030,0.4589,1.7244,0.4915,49,42,5,1,1,0.5115,0.7911,0.0391
161,0.001361,11.5380,0.5128,1.7765,0.5136,54,47,5,1,1,,,
162,0.001354,10.7077,0.4568,1.7362,0.4773,45,39,4,1,1,,,
163,0.001346,10.9151,0.4673,1.7625,0.4702,50,45,4,1,1,,,
164,0.001339,10.5743,0.4327,1.7981,0.4753,59,53,5,1,1,,,
165,0.001331,10.9126,0.4653,1.7707,0.4781,50,44,4,1,1,0.5086,0.7879,0.0389
166,0.001324,10.6688,0.4503,1.7522,0.4849,55,49,4,1,1,,,
167,0.001316,10.5667,0.4502,1.7166,0.5022,47,41,4,1,1,,,
168,0.001308,11.1392,0.4811,1.7808,0.4903,53,47,5,1,1,,,
169,0.001301,10.7093,0.4486,1.7745,0.4862,60,53,6,1,1,,,
170,0.001293,10.9559,0.4971,1.6461,0.4977,47,41,4,1,1,0.5090,0.7901,0.0390
171,0.001285,10.7776,0.4666,1.7188,0.5082,55,49,5,1,1,,,
172,0.001278,10.3584,0.4278,1.7432,0.4850,53,46,4,1,1,,,
